user_id,item_id,event_type,rating,quantity,price,event_ts,channel,interaction_strength,event_date,event_hour
U0125,I0093,cart,,1,35.82,2026-03-12 20:13:22+00:00,web,3.0,2026-03-12,20
U0208,I0120,view,,1,26.42,2026-02-20 05:39:22+00:00,web,1.0,2026-02-20,5
U0093,I0090,view,,1,12.85,2026-04-02 09:45:22+00:00,mobile,1.0,2026-04-02,9
U0145,I0037,view,,1,17.51,2026-04-14 11:05:22+00:00,mobile,1.0,2026-04-14,11
U0089,I0079,view,,1,55.92,2026-04-27 10:15:22+00:00,mobile,1.0,2026-04-27,10
U0171,I0004,view,,1,24.4,2026-02-16 10:11:22+00:00,web,1.0,2026-02-16,10
U0062,I0016,purchase,,1,41.84,2026-03-18 01:11:22+00:00,mobile,5.0,2026-03-18,1
U0086,I0010,rating,4.0,1,50.12,2026-04-17 10:49:22+00:00,mobile,4.0,2026-04-17,10
U0148,I0065,rating,5.0,1,45.15,2026-04-16 14:59:22+00:00,mobile,5.0,2026-04-16,14
U0022,I0105,view,,1,20.28,2026-02-04 22:44:22+00:00,web,1.0,2026-02-04,22
U0178,I0118,view,,1,24.81,2026-02-10 10:52:22+00:00,web,1.0,2026-02-10,10
U0054,I0082,rating,4.0,1,27.22,2026-03-24 01:47:22+00:00,web,4.0,2026-03-24,1
U0046,I0012,view,,1,67.3,2026-04-05 02:09:22+00:00,mobile,1.0,2026-04-05,2
U0113,I0058,rating,5.0,1,18.03,2026-04-21 04:32:22+00:00,mobile,5.0,2026-04-21,4
U0146,I0091,view,,1,42.99,2026-03-09 20:24:22+00:00,web,1.0,2026-03-09,20
U0228,I0032,purchase,,1,68.88,2026-03-07 18:16:22+00:00,web,5.0,2026-03-07,18
U0190,I0009,view,,1,26.36,2026-05-01 01:25:22+00:00,mobile,1.0,2026-05-01,1
U0182,I0040,cart,,1,56.71,2026-03-04 08:31:22+00:00,web,3.0,2026-03-04,8
U0064,I0021,view,,1,19.0,2026-03-07 15:57:22+00:00,mobile,1.0,2026-03-07,15
U0180,I0051,view,,1,24.93,2026-02-24 17:34:22+00:00,mobile,1.0,2026-02-24,17
U0237,I0061,view,,1,17.75,2026-02-10 15:26:22+00:00,mobile,1.0,2026-02-10,15
U0021,I0039,view,,1,14.55,2026-03-17 14:22:22+00:00,web,1.0,2026-03-17,14
U0094,I0029,view,,1,83.41,2026-04-04 05:44:22+00:00,web,1.0,2026-04-04,5
U0012,I0068,purchase,,2,16.18,2026-04-12 10:12:22+00:00,web,5.0,2026-04-12,10
U0234,I0088,purchase,,2,30.05,2026-03-03 13:08:22+00:00,web,5.0,2026-03-03,13
U0159,I0062,purchase,,1,23.59,2026-03-27 01:32:22+00:00,web,5.0,2026-03-27,1
U0075,I0068,view,,1,16.18,2026-04-28 21:35:22+00:00,web,1.0,2026-04-28,21
U0016,I0037,rating,1.0,1,17.51,2026-02-27 08:00:22+00:00,web,1.0,2026-02-27,8
U0102,I0036,cart,,1,74.72,2026-04-02 10:51:22+00:00,web,3.0,2026-04-02,10
U0216,I0037,rating,5.0,1,17.51,2026-03-30 12:08:22+00:00,web,5.0,2026-03-30,12
U0107,I0103,cart,,1,51.23,2026-02-14 09:23:22+00:00,web,3.0,2026-02-14,9
U0057,I0092,view,,1,16.23,2026-03-19 13:10:22+00:00,web,1.0,2026-03-19,13
U0225,I0090,view,,1,12.85,2026-03-07 12:07:22+00:00,mobile,1.0,2026-03-07,12
U0139,I0062,view,,1,23.59,2026-03-25 05:34:22+00:00,mobile,1.0,2026-03-25,5
U0195,I0078,view,,1,41.4,2026-03-18 10:38:22+00:00,web,1.0,2026-03-18,10
U0110,I0101,rating,4.0,1,48.0,2026-03-14 23:06:22+00:00,web,4.0,2026-03-14,23
U0002,I0016,view,,1,41.84,2026-04-06 08:51:22+00:00,mobile,1.0,2026-04-06,8
U0149,I0016,view,,1,41.84,2026-03-20 01:11:22+00:00,web,1.0,2026-03-20,1
U0167,I0085,view,,1,64.61,2026-03-07 09:02:22+00:00,web,1.0,2026-03-07,9
U0046,I0016,view,,1,41.84,2026-02-27 23:06:22+00:00,mobile,1.0,2026-02-27,23
U0008,I0103,rating,5.0,1,51.23,2026-03-06 12:25:22+00:00,mobile,5.0,2026-03-06,12
U0210,I0084,view,,1,27.83,2026-03-19 01:50:22+00:00,web,1.0,2026-03-19,1
U0218,I0085,view,,1,64.61,2026-03-22 22:52:22+00:00,web,1.0,2026-03-22,22
U0063,I0005,view,,1,20.52,2026-03-01 10:03:22+00:00,mobile,1.0,2026-03-01,10
U0156,I0043,cart,,1,34.18,2026-02-09 07:26:22+00:00,web,3.0,2026-02-09,7
U0057,I0064,purchase,,1,28.05,2026-03-28 06:15:22+00:00,mobile,5.0,2026-03-28,6
U0107,I0100,rating,4.0,1,54.26,2026-02-13 11:16:22+00:00,web,4.0,2026-02-13,11
U0186,I0027,view,,1,58.32,2026-03-04 05:07:22+00:00,mobile,1.0,2026-03-04,5
U0022,I0025,view,,1,15.52,2026-04-04 19:51:22+00:00,mobile,1.0,2026-04-04,19
U0051,I0032,view,,1,68.88,2026-04-22 04:19:22+00:00,web,1.0,2026-04-22,4
U0106,I0046,view,,1,32.06,2026-02-03 23:53:22+00:00,mobile,1.0,2026-02-03,23
U0011,I0113,cart,,1,36.16,2026-02-28 14:09:22+00:00,mobile,3.0,2026-02-28,14
U0031,I0018,rating,2.0,1,34.0,2026-04-11 20:06:22+00:00,mobile,2.0,2026-04-11,20
U0031,I0042,view,,1,34.64,2026-02-26 12:31:22+00:00,mobile,1.0,2026-02-26,12
U0015,I0031,cart,,1,6.52,2026-03-08 23:01:22+00:00,web,3.0,2026-03-08,23
U0203,I0096,cart,,1,36.87,2026-03-06 08:51:22+00:00,web,3.0,2026-03-06,8
U0057,I0071,view,,1,31.77,2026-02-11 00:31:22+00:00,mobile,1.0,2026-02-11,0
U0105,I0048,cart,,1,22.53,2026-04-17 18:32:22+00:00,mobile,3.0,2026-04-17,18
U0071,I0067,cart,,1,77.25,2026-04-17 18:54:22+00:00,mobile,3.0,2026-04-17,18
U0120,I0018,view,,1,34.0,2026-02-18 19:54:22+00:00,web,1.0,2026-02-18,19
U0149,I0012,purchase,,1,67.3,2026-02-25 17:47:22+00:00,mobile,5.0,2026-02-25,17
U0097,I0019,view,,1,35.63,2026-04-05 16:05:22+00:00,mobile,1.0,2026-04-05,16
U0095,I0101,cart,,1,48.0,2026-04-24 14:29:22+00:00,mobile,3.0,2026-04-24,14
U0026,I0026,cart,,1,13.5,2026-02-10 05:50:22+00:00,web,3.0,2026-02-10,5
U0179,I0099,cart,,1,19.36,2026-03-07 23:35:22+00:00,mobile,3.0,2026-03-07,23
U0039,I0054,view,,1,35.21,2026-04-29 05:11:22+00:00,web,1.0,2026-04-29,5
U0234,I0079,view,,1,55.92,2026-02-13 00:45:22+00:00,mobile,1.0,2026-02-13,0
U0170,I0115,view,,1,29.97,2026-04-25 00:42:22+00:00,mobile,1.0,2026-04-25,0
U0106,I0039,view,,1,14.55,2026-02-14 22:32:22+00:00,web,1.0,2026-02-14,22
U0022,I0084,purchase,,1,27.83,2026-02-11 06:56:22+00:00,mobile,5.0,2026-02-11,6
U0124,I0068,view,,1,16.18,2026-02-26 06:05:22+00:00,mobile,1.0,2026-02-26,6
U0146,I0043,view,,1,34.18,2026-02-08 05:07:22+00:00,web,1.0,2026-02-08,5
U0048,I0039,view,,1,14.55,2026-04-11 21:17:22+00:00,web,1.0,2026-04-11,21
U0115,I0090,purchase,,1,12.85,2026-04-25 16:45:22+00:00,mobile,5.0,2026-04-25,16
U0214,I0008,purchase,,1,36.94,2026-03-24 08:09:22+00:00,mobile,5.0,2026-03-24,8
U0107,I0024,view,,1,24.65,2026-04-08 12:34:22+00:00,mobile,1.0,2026-04-08,12
U0077,I0018,rating,4.0,1,34.0,2026-04-13 14:21:22+00:00,web,4.0,2026-04-13,14
U0058,I0012,purchase,,1,67.3,2026-04-23 07:10:22+00:00,mobile,5.0,2026-04-23,7
U0085,I0078,rating,4.0,1,41.4,2026-03-29 06:14:22+00:00,mobile,4.0,2026-03-29,6
U0150,I0039,view,,1,14.55,2026-02-05 02:01:22+00:00,web,1.0,2026-02-05,2
U0219,I0119,rating,4.0,1,34.0,2026-03-24 11:22:22+00:00,web,4.0,2026-03-24,11
U0225,I0026,view,,1,13.5,2026-03-30 05:35:22+00:00,web,1.0,2026-03-30,5
U0062,I0014,view,,1,30.5,2026-03-15 20:18:22+00:00,web,1.0,2026-03-15,20
U0008,I0088,view,,1,30.05,2026-03-17 22:41:22+00:00,mobile,1.0,2026-03-17,22
U0208,I0106,purchase,,1,26.93,2026-02-25 14:42:22+00:00,web,5.0,2026-02-25,14
U0127,I0106,view,,1,26.93,2026-02-18 06:06:22+00:00,web,1.0,2026-02-18,6
U0021,I0014,view,,1,30.5,2026-02-17 15:29:22+00:00,mobile,1.0,2026-02-17,15
U0087,I0110,purchase,,1,26.64,2026-04-07 07:06:22+00:00,mobile,5.0,2026-04-07,7
U0182,I0074,view,,1,19.52,2026-03-05 18:37:22+00:00,web,1.0,2026-03-05,18
U0028,I0112,view,,1,53.68,2026-03-30 17:02:22+00:00,web,1.0,2026-03-30,17
U0098,I0083,cart,,1,17.83,2026-04-14 21:01:22+00:00,web,3.0,2026-04-14,21
U0061,I0081,purchase,,1,60.65,2026-04-17 16:02:22+00:00,web,5.0,2026-04-17,16
U0059,I0021,view,,1,19.0,2026-02-14 19:10:22+00:00,web,1.0,2026-02-14,19
U0020,I0002,view,,1,22.56,2026-02-04 07:13:22+00:00,mobile,1.0,2026-02-04,7
U0054,I0003,cart,,1,12.56,2026-03-24 17:08:22+00:00,mobile,3.0,2026-03-24,17
U0202,I0074,rating,3.0,1,19.52,2026-02-27 01:19:22+00:00,mobile,3.0,2026-02-27,1
U0194,I0076,cart,,1,36.2,2026-02-09 00:02:22+00:00,mobile,3.0,2026-02-09,0
U0176,I0015,view,,1,19.27,2026-02-12 09:25:22+00:00,mobile,1.0,2026-02-12,9
U0046,I0100,view,,1,54.26,2026-02-19 22:48:22+00:00,web,1.0,2026-02-19,22
U0043,I0021,cart,,1,19.0,2026-04-10 01:03:22+00:00,mobile,3.0,2026-04-10,1
U0098,I0066,view,,1,22.7,2026-03-27 21:00:22+00:00,mobile,1.0,2026-03-27,21
U0068,I0021,view,,1,19.0,2026-03-12 21:27:22+00:00,web,1.0,2026-03-12,21
U0112,I0090,purchase,,1,12.85,2026-03-06 15:40:22+00:00,web,5.0,2026-03-06,15
U0075,I0025,rating,4.0,1,15.52,2026-02-23 20:55:22+00:00,mobile,4.0,2026-02-23,20
U0022,I0031,view,,1,6.52,2026-03-08 16:22:22+00:00,mobile,1.0,2026-03-08,16
U0023,I0089,view,,1,40.79,2026-02-26 08:29:22+00:00,web,1.0,2026-02-26,8
U0156,I0049,view,,1,10.95,2026-02-20 14:58:22+00:00,mobile,1.0,2026-02-20,14
U0182,I0068,view,,1,16.18,2026-02-11 11:31:22+00:00,mobile,1.0,2026-02-11,11
U0182,I0028,view,,1,23.83,2026-03-15 02:22:22+00:00,web,1.0,2026-03-15,2
U0074,I0030,purchase,,1,19.11,2026-03-21 04:43:22+00:00,mobile,5.0,2026-03-21,4
U0140,I0076,view,,1,36.2,2026-04-17 23:20:22+00:00,web,1.0,2026-04-17,23
U0169,I0018,purchase,,1,34.0,2026-02-13 09:34:22+00:00,mobile,5.0,2026-02-13,9
U0031,I0042,purchase,,1,34.64,2026-04-07 23:34:22+00:00,web,5.0,2026-04-07,23
U0019,I0008,cart,,1,36.94,2026-04-28 08:48:22+00:00,mobile,3.0,2026-04-28,8
U0086,I0081,purchase,,1,60.65,2026-03-20 21:31:22+00:00,web,5.0,2026-03-20,21
U0204,I0011,rating,4.0,1,15.55,2026-04-07 20:43:22+00:00,web,4.0,2026-04-07,20
U0180,I0093,view,,1,35.82,2026-04-23 07:47:22+00:00,web,1.0,2026-04-23,7
U0094,I0112,view,,1,53.68,2026-03-25 13:53:22+00:00,mobile,1.0,2026-03-25,13
U0068,I0050,view,,1,15.33,2026-04-11 05:10:22+00:00,web,1.0,2026-04-11,5
U0048,I0032,cart,,1,68.88,2026-04-15 23:48:22+00:00,mobile,3.0,2026-04-15,23
U0058,I0110,view,,1,26.64,2026-04-29 10:15:22+00:00,mobile,1.0,2026-04-29,10
U0066,I0041,view,,1,35.48,2026-04-21 01:58:22+00:00,web,1.0,2026-04-21,1
U0142,I0084,view,,1,27.83,2026-04-14 13:34:22+00:00,web,1.0,2026-04-14,13
U0152,I0059,cart,,1,24.91,2026-02-27 04:12:22+00:00,mobile,3.0,2026-02-27,4
U0144,I0096,rating,2.0,1,36.87,2026-02-08 22:02:22+00:00,mobile,2.0,2026-02-08,22
U0084,I0101,view,,1,48.0,2026-04-24 06:22:22+00:00,web,1.0,2026-04-24,6
U0190,I0051,view,,1,24.93,2026-02-14 17:15:22+00:00,web,1.0,2026-02-14,17
U0076,I0063,rating,5.0,1,17.91,2026-04-03 20:12:22+00:00,web,5.0,2026-04-03,20
U0015,I0063,cart,,1,17.91,2026-03-31 14:51:22+00:00,mobile,3.0,2026-03-31,14
U0172,I0116,purchase,,1,59.11,2026-02-21 07:43:22+00:00,mobile,5.0,2026-02-21,7
U0020,I0025,purchase,,2,15.52,2026-03-21 23:00:22+00:00,web,5.0,2026-03-21,23
U0055,I0045,view,,1,27.1,2026-02-05 18:05:22+00:00,web,1.0,2026-02-05,18
U0116,I0065,view,,1,45.15,2026-02-17 01:55:22+00:00,mobile,1.0,2026-02-17,1
U0014,I0111,cart,,1,114.52,2026-03-24 06:08:22+00:00,mobile,3.0,2026-03-24,6
U0049,I0065,view,,1,45.15,2026-02-16 20:24:22+00:00,web,1.0,2026-02-16,20
U0113,I0090,view,,1,12.85,2026-03-04 04:26:22+00:00,web,1.0,2026-03-04,4
U0227,I0119,view,,1,34.0,2026-03-05 00:33:22+00:00,web,1.0,2026-03-05,0
U0131,I0042,view,,1,34.64,2026-04-13 05:03:22+00:00,web,1.0,2026-04-13,5
U0023,I0101,view,,1,48.0,2026-03-17 09:13:22+00:00,web,1.0,2026-03-17,9
U0051,I0081,cart,,1,60.65,2026-04-05 10:22:22+00:00,mobile,3.0,2026-04-05,10
U0191,I0013,cart,,1,28.54,2026-04-17 11:06:22+00:00,web,3.0,2026-04-17,11
U0171,I0068,view,,1,16.18,2026-02-21 13:37:22+00:00,web,1.0,2026-02-21,13
U0128,I0100,cart,,1,54.26,2026-02-21 06:14:22+00:00,web,3.0,2026-02-21,6
U0108,I0062,view,,1,23.59,2026-04-15 05:45:22+00:00,mobile,1.0,2026-04-15,5
U0229,I0025,purchase,,1,15.52,2026-04-03 17:49:22+00:00,web,5.0,2026-04-03,17
U0126,I0089,cart,,1,40.79,2026-02-11 13:33:22+00:00,web,3.0,2026-02-11,13
U0014,I0065,view,,1,45.15,2026-04-09 01:54:22+00:00,web,1.0,2026-04-09,1
U0105,I0023,view,,1,51.99,2026-04-02 12:27:22+00:00,mobile,1.0,2026-04-02,12
U0144,I0014,cart,,1,30.5,2026-03-19 02:47:22+00:00,mobile,3.0,2026-03-19,2
U0089,I0090,view,,1,12.85,2026-04-25 21:17:22+00:00,mobile,1.0,2026-04-25,21
U0221,I0100,view,,1,54.26,2026-02-24 09:51:22+00:00,mobile,1.0,2026-02-24,9
U0027,I0087,view,,1,58.68,2026-02-11 07:05:22+00:00,web,1.0,2026-02-11,7
U0068,I0117,view,,1,42.8,2026-02-25 18:22:22+00:00,mobile,1.0,2026-02-25,18
U0128,I0097,cart,,1,42.6,2026-03-16 14:54:22+00:00,web,3.0,2026-03-16,14
U0215,I0096,view,,1,36.87,2026-04-12 01:13:22+00:00,mobile,1.0,2026-04-12,1
U0124,I0070,cart,,1,26.73,2026-04-15 17:44:22+00:00,mobile,3.0,2026-04-15,17
U0015,I0050,rating,5.0,1,15.33,2026-04-24 20:46:22+00:00,web,5.0,2026-04-24,20
U0172,I0015,purchase,,1,19.27,2026-02-28 04:36:22+00:00,web,5.0,2026-02-28,4
U0070,I0115,rating,5.0,1,29.97,2026-03-27 10:43:22+00:00,mobile,5.0,2026-03-27,10
U0079,I0049,view,,1,10.95,2026-03-22 01:33:22+00:00,web,1.0,2026-03-22,1
U0039,I0037,rating,4.0,1,17.51,2026-04-13 19:08:22+00:00,web,4.0,2026-04-13,19
U0052,I0076,purchase,,1,36.2,2026-02-22 14:15:22+00:00,web,5.0,2026-02-22,14
U0092,I0070,view,,1,26.73,2026-02-28 22:49:22+00:00,mobile,1.0,2026-02-28,22
U0152,I0007,view,,1,50.51,2026-02-21 06:22:22+00:00,web,1.0,2026-02-21,6
U0062,I0104,view,,1,41.88,2026-04-11 01:11:22+00:00,mobile,1.0,2026-04-11,1
U0070,I0119,purchase,,2,34.0,2026-02-26 01:58:22+00:00,web,5.0,2026-02-26,1
U0071,I0058,rating,3.0,1,18.03,2026-03-18 00:45:22+00:00,web,3.0,2026-03-18,0
U0180,I0065,cart,,1,45.15,2026-05-01 03:49:22+00:00,mobile,3.0,2026-05-01,3
U0006,I0109,cart,,1,70.56,2026-03-19 04:17:22+00:00,web,3.0,2026-03-19,4
U0225,I0109,rating,3.0,1,70.56,2026-02-20 23:23:22+00:00,web,3.0,2026-02-20,23
U0107,I0021,view,,1,19.0,2026-02-18 07:46:22+00:00,mobile,1.0,2026-02-18,7
U0098,I0113,cart,,1,36.16,2026-02-09 21:24:22+00:00,web,3.0,2026-02-09,21
U0073,I0028,purchase,,1,23.83,2026-04-15 01:46:22+00:00,web,5.0,2026-04-15,1
U0043,I0019,purchase,,1,35.63,2026-04-20 18:45:22+00:00,mobile,5.0,2026-04-20,18
U0173,I0120,view,,1,26.42,2026-02-23 15:45:22+00:00,mobile,1.0,2026-02-23,15
U0157,I0056,view,,1,21.96,2026-03-22 12:24:22+00:00,web,1.0,2026-03-22,12
U0196,I0114,view,,1,33.44,2026-02-09 17:19:22+00:00,web,1.0,2026-02-09,17
U0089,I0067,rating,2.0,1,77.25,2026-03-01 21:51:22+00:00,mobile,2.0,2026-03-01,21
U0001,I0039,rating,3.0,1,14.55,2026-03-07 06:10:22+00:00,web,3.0,2026-03-07,6
U0015,I0114,purchase,,1,33.44,2026-03-28 08:52:22+00:00,mobile,5.0,2026-03-28,8
U0102,I0065,view,,1,45.15,2026-02-08 15:46:22+00:00,web,1.0,2026-02-08,15
U0223,I0037,view,,1,17.51,2026-04-09 21:58:22+00:00,web,1.0,2026-04-09,21
U0048,I0032,view,,1,68.88,2026-04-09 19:29:22+00:00,web,1.0,2026-04-09,19
U0203,I0081,rating,5.0,1,60.65,2026-02-02 14:30:22+00:00,web,5.0,2026-02-02,14
U0110,I0094,rating,3.0,1,20.46,2026-03-06 05:30:22+00:00,web,3.0,2026-03-06,5
U0234,I0077,view,,1,43.74,2026-02-09 07:57:22+00:00,web,1.0,2026-02-09,7
U0093,I0010,view,,1,50.12,2026-04-10 07:08:22+00:00,mobile,1.0,2026-04-10,7
U0060,I0119,purchase,,1,34.0,2026-04-26 04:44:22+00:00,mobile,5.0,2026-04-26,4
U0024,I0112,view,,1,53.68,2026-03-08 15:27:22+00:00,mobile,1.0,2026-03-08,15
U0155,I0094,cart,,1,20.46,2026-02-26 22:04:22+00:00,web,3.0,2026-02-26,22
U0026,I0009,purchase,,2,26.36,2026-04-21 12:15:22+00:00,mobile,5.0,2026-04-21,12
U0214,I0110,view,,1,26.64,2026-04-24 13:48:22+00:00,mobile,1.0,2026-04-24,13
U0240,I0009,view,,1,26.36,2026-03-16 18:59:22+00:00,web,1.0,2026-03-16,18
U0118,I0119,purchase,,1,34.0,2026-04-09 16:28:22+00:00,web,5.0,2026-04-09,16
U0114,I0100,rating,3.0,1,54.26,2026-04-12 23:09:22+00:00,mobile,3.0,2026-04-12,23
U0064,I0088,view,,1,30.05,2026-03-30 03:10:22+00:00,mobile,1.0,2026-03-30,3
U0149,I0001,rating,4.0,1,31.44,2026-03-03 23:02:22+00:00,mobile,4.0,2026-03-03,23
U0205,I0006,view,,1,21.38,2026-02-26 02:30:22+00:00,mobile,1.0,2026-02-26,2
U0057,I0064,rating,4.0,1,28.05,2026-03-24 00:57:22+00:00,web,4.0,2026-03-24,0
U0216,I0008,view,,1,36.94,2026-02-25 07:09:22+00:00,mobile,1.0,2026-02-25,7
U0234,I0019,view,,1,35.63,2026-03-21 07:06:22+00:00,mobile,1.0,2026-03-21,7
U0002,I0017,view,,1,25.29,2026-03-22 17:21:22+00:00,web,1.0,2026-03-22,17
U0017,I0060,rating,5.0,1,48.07,2026-04-15 15:34:22+00:00,mobile,5.0,2026-04-15,15
U0196,I0036,rating,4.0,1,74.72,2026-04-26 03:41:22+00:00,web,4.0,2026-04-26,3
U0148,I0099,rating,4.0,1,19.36,2026-03-28 15:11:22+00:00,web,4.0,2026-03-28,15
U0088,I0086,view,,1,33.96,2026-05-02 05:31:22+00:00,web,1.0,2026-05-02,5
U0220,I0094,purchase,,1,20.46,2026-02-03 12:58:22+00:00,mobile,5.0,2026-02-03,12
U0031,I0077,cart,,1,43.74,2026-04-26 09:17:22+00:00,web,3.0,2026-04-26,9
U0237,I0061,rating,5.0,1,17.75,2026-04-05 11:29:22+00:00,web,5.0,2026-04-05,11
U0052,I0031,view,,1,6.52,2026-03-28 02:09:22+00:00,mobile,1.0,2026-03-28,2
U0182,I0017,view,,1,25.29,2026-03-13 02:51:22+00:00,web,1.0,2026-03-13,2
U0105,I0111,cart,,1,114.52,2026-04-24 05:20:22+00:00,web,3.0,2026-04-24,5
U0037,I0012,view,,1,67.3,2026-04-25 19:09:22+00:00,web,1.0,2026-04-25,19
U0154,I0098,rating,5.0,1,35.06,2026-04-13 05:23:22+00:00,web,5.0,2026-04-13,5
U0058,I0008,cart,,1,36.94,2026-03-04 22:48:22+00:00,web,3.0,2026-03-04,22
U0066,I0041,view,,1,35.48,2026-04-09 15:50:22+00:00,web,1.0,2026-04-09,15
U0203,I0080,cart,,1,16.0,2026-04-28 03:03:22+00:00,mobile,3.0,2026-04-28,3
U0072,I0053,view,,1,18.65,2026-04-18 16:30:22+00:00,web,1.0,2026-04-18,16
U0216,I0094,cart,,1,20.46,2026-03-31 14:14:22+00:00,web,3.0,2026-03-31,14
U0237,I0118,rating,4.0,1,24.81,2026-04-27 19:43:22+00:00,mobile,4.0,2026-04-27,19
U0203,I0077,rating,3.0,1,43.74,2026-03-05 15:09:22+00:00,web,3.0,2026-03-05,15
U0128,I0080,purchase,,1,16.0,2026-03-30 14:01:22+00:00,web,5.0,2026-03-30,14
U0107,I0081,rating,5.0,1,60.65,2026-04-14 01:02:22+00:00,web,5.0,2026-04-14,1
U0050,I0056,cart,,1,21.96,2026-03-01 00:03:22+00:00,mobile,3.0,2026-03-01,0
U0197,I0009,view,,1,26.36,2026-02-05 01:41:22+00:00,web,1.0,2026-02-05,1
U0057,I0024,view,,1,24.65,2026-04-24 19:37:22+00:00,web,1.0,2026-04-24,19
U0021,I0116,view,,1,59.11,2026-03-11 00:01:22+00:00,web,1.0,2026-03-11,0
U0113,I0044,cart,,1,16.15,2026-02-26 22:20:22+00:00,web,3.0,2026-02-26,22
U0068,I0115,view,,1,29.97,2026-03-03 17:06:22+00:00,mobile,1.0,2026-03-03,17
U0079,I0031,view,,1,6.52,2026-04-17 17:27:22+00:00,mobile,1.0,2026-04-17,17
U0023,I0013,view,,1,28.54,2026-04-01 12:23:22+00:00,web,1.0,2026-04-01,12
U0059,I0017,view,,1,25.29,2026-02-06 16:00:22+00:00,web,1.0,2026-02-06,16
U0089,I0099,rating,5.0,1,19.36,2026-04-10 02:06:22+00:00,mobile,5.0,2026-04-10,2
U0219,I0048,cart,,1,22.53,2026-04-06 05:54:22+00:00,web,3.0,2026-04-06,5
U0151,I0027,view,,1,58.32,2026-02-10 18:10:22+00:00,mobile,1.0,2026-02-10,18
U0041,I0032,cart,,1,68.88,2026-04-21 06:46:22+00:00,web,3.0,2026-04-21,6
U0239,I0017,view,,1,25.29,2026-03-27 10:50:22+00:00,mobile,1.0,2026-03-27,10
U0147,I0022,view,,1,23.73,2026-04-22 16:06:22+00:00,web,1.0,2026-04-22,16
U0142,I0097,view,,1,42.6,2026-03-07 20:14:22+00:00,mobile,1.0,2026-03-07,20
U0055,I0039,view,,1,14.55,2026-02-09 17:46:22+00:00,web,1.0,2026-02-09,17
U0198,I0076,view,,1,36.2,2026-02-18 05:14:22+00:00,mobile,1.0,2026-02-18,5
U0138,I0068,purchase,,1,16.18,2026-03-03 20:15:22+00:00,mobile,5.0,2026-03-03,20
U0162,I0083,view,,1,17.83,2026-04-06 08:13:22+00:00,web,1.0,2026-04-06,8
U0225,I0120,rating,4.0,1,26.42,2026-03-13 20:25:22+00:00,web,4.0,2026-03-13,20
U0152,I0109,view,,1,70.56,2026-04-15 19:23:22+00:00,mobile,1.0,2026-04-15,19
U0146,I0117,view,,1,42.8,2026-02-21 05:38:22+00:00,web,1.0,2026-02-21,5
U0220,I0079,view,,1,55.92,2026-02-25 11:27:22+00:00,web,1.0,2026-02-25,11
U0161,I0032,cart,,1,68.88,2026-04-28 05:59:22+00:00,web,3.0,2026-04-28,5
U0004,I0008,rating,5.0,1,36.94,2026-02-02 17:06:22+00:00,web,5.0,2026-02-02,17
U0127,I0082,purchase,,1,27.22,2026-03-16 18:01:22+00:00,web,5.0,2026-03-16,18
U0234,I0115,cart,,1,29.97,2026-03-12 13:11:22+00:00,web,3.0,2026-03-12,13
U0016,I0078,purchase,,1,41.4,2026-04-15 10:07:22+00:00,mobile,5.0,2026-04-15,10
U0201,I0025,view,,1,15.52,2026-02-18 10:42:22+00:00,web,1.0,2026-02-18,10
U0089,I0093,view,,1,35.82,2026-03-26 07:09:22+00:00,mobile,1.0,2026-03-26,7
U0085,I0084,purchase,,2,27.83,2026-04-21 03:18:22+00:00,web,5.0,2026-04-21,3
U0225,I0077,view,,1,43.74,2026-04-13 23:50:22+00:00,mobile,1.0,2026-04-13,23
U0221,I0028,rating,4.0,1,23.83,2026-03-04 00:04:22+00:00,web,4.0,2026-03-04,0
U0082,I0033,purchase,,1,24.72,2026-03-15 14:42:22+00:00,web,5.0,2026-03-15,14
U0121,I0070,view,,1,26.73,2026-04-01 02:53:22+00:00,mobile,1.0,2026-04-01,2
U0224,I0099,cart,,1,19.36,2026-02-20 23:16:22+00:00,web,3.0,2026-02-20,23
U0031,I0058,view,,1,18.03,2026-04-16 21:41:22+00:00,mobile,1.0,2026-04-16,21
U0057,I0086,view,,1,33.96,2026-03-06 12:17:22+00:00,mobile,1.0,2026-03-06,12
U0184,I0071,view,,1,31.77,2026-03-26 22:05:22+00:00,mobile,1.0,2026-03-26,22
U0068,I0054,rating,5.0,1,35.21,2026-04-21 15:25:22+00:00,web,5.0,2026-04-21,15
U0149,I0009,view,,1,26.36,2026-02-27 20:46:22+00:00,mobile,1.0,2026-02-27,20
U0045,I0092,purchase,,1,16.23,2026-03-22 13:45:22+00:00,mobile,5.0,2026-03-22,13
U0041,I0059,purchase,,3,24.91,2026-03-03 02:22:22+00:00,web,5.0,2026-03-03,2
U0182,I0013,view,,1,28.54,2026-03-27 01:11:22+00:00,web,1.0,2026-03-27,1
U0183,I0082,purchase,,1,27.22,2026-03-12 21:48:22+00:00,mobile,5.0,2026-03-12,21
U0125,I0016,purchase,,2,41.84,2026-04-08 01:58:22+00:00,web,5.0,2026-04-08,1
U0078,I0080,rating,4.0,1,16.0,2026-03-02 12:24:22+00:00,mobile,4.0,2026-03-02,12
U0052,I0058,purchase,,3,18.03,2026-03-18 09:42:22+00:00,web,5.0,2026-03-18,9
U0072,I0012,view,,1,67.3,2026-03-03 17:52:22+00:00,web,1.0,2026-03-03,17
